,name,status,mass,targets
DB00552,Pentostatin,approved;investigational,268.2691,1
DB00553,Methoxsalen,approved,216.192,1
DB00554,Piroxicam,approved;investigational,331.346,2
DB00555,Lamotrigine,approved;investigational,256.091,16
DB00556,Perflutren,approved,188.0193,0
DB00557,Hydroxyzine,approved,374.904,1
DB00558,Zanamivir,approved;investigational,332.3098,3
DB00559,Bosentan,approved;investigational,551.614,2
DB00560,Tigecycline,approved,585.6487,6
DB00561,Doxapram,approved;vet_approved,378.5072,2
DB00562,Benzthiazide,approved,431.937,6
DB00563,Methotrexate,approved,454.4393,1
DB00564,Carbamazepine,approved;investigational,236.2686,4
DB00565,Cisatracurium,approved,929.16,1
DB00566,Succimer,approved,182.21,4
DB00567,Cephalexin,approved;investigational;vet_approved,347.389,5
DB00568,Cinnarizine,approved;investigational,368.5139,11
DB00569,Fondaparinux,approved;investigational,1508.263,2
DB00570,Vinblastine,approved,810.9741,6
DB00571,Propranolol,approved;investigational,259.3434,5
DB00572,Atropine,approved;vet_approved,289.3694,8
DB00573,Fenoprofen,approved,242.2699,4
DB00574,Fenfluramine,approved;illicit;investigational;withdrawn,231.2573,4
DB00575,Clonidine,approved,230.094,6
DB00576,Sulfamethizole,approved;investigational;vet_approved,270.331,1
DB00577,Valaciclovir,approved;investigational,324.3357,7
DB00578,Carbenicillin,approved;investigational,378.4,1
DB00579,Mazindol,approved;investigational,284.74,4
DB00580,Valdecoxib,approved;investigational;withdrawn,314.359,3
DB00581,Lactulose,approved,342.2965,1
DB00582,Voriconazole,approved;investigational,349.3105,1
DB00583,Levocarnitine,approved;investigational,161.1989,11
DB00584,Enalapril,approved;vet_approved,376.4467,1
DB00585,Nizatidine,approved,331.45,1
DB00586,Diclofenac,approved;vet_approved,296.149,8
DB00587,Cinalukast,experimental,412.545,1
DB00588,Fluticasone propionate,approved,500.571,4
DB00589,Lisuride,approved;investigational,338.4466,15
DB00590,Doxazosin,approved,451.4751,6
DB00591,Fluocinolone acetonide,approved;investigational;vet_approved,452.4882,6
DB00592,Piperazine,approved;vet_approved,86.1356,1
DB00593,Ethosuximide,approved,141.1677,1
DB00594,Amiloride,approved,229.627,9
DB00595,Oxytetracycline,approved;investigational;vet_approved,460.434,3
DB00596,Ulobetasol,approved,428.9,1
DB00597,Gadoteridol,approved;investigational,558.68,0
DB00598,Labetalol,approved,328.4055,3
DB00599,Thiopental,approved;vet_approved,242.338,12
DB00600,Monobenzone,approved,200.2332,1
DB00601,Linezolid,approved;investigational,337.3461,1
DB00602,Ivermectin,approved;investigational;vet_approved,1736.1589,2
DB00603,Medroxyprogesterone acetate,approved;investigational,386.5244,2
DB00604,Cisapride,approved;investigational;withdrawn,465.945,4
DB00605,Sulindac,approved;investigational,356.411,7
DB00606,Cyclothiazide,approved,389.878,5
DB00607,Nafcillin,approved;investigational,414.475,5
DB00608,Chloroquine,approved;investigational;vet_approved,319.872,5
DB00609,Ethionamide,approved,166.243,2
DB00610,Metaraminol,approved;investigational,167.205,1
DB00611,Butorphanol,approved;illicit;vet_approved,327.4605,3
DB00612,Bisoprolol,approved,325.443,2
DB00613,Amodiaquine,approved;investigational,355.861,2
DB00614,Furazolidone,experimental;vet_approved,225.1583,1
DB00615,Rifabutin,approved;investigational,847.0047,5
DB00616,Candoxatril,experimental,515.6383,2
DB00617,Paramethadione,approved,157.1671,1
DB00618,Demeclocycline,approved,464.853,2
DB00619,Imatinib,approved,493.6027,9
DB00620,Triamcinolone,approved;vet_approved,394.4339,1
DB00621,Oxandrolone,approved;investigational,306.4397,1
DB00622,Nicardipine,approved;investigational,479.525,15
DB00623,Fluphenazine,approved,437.522,6
DB00624,Testosterone,approved;investigational,288.4244,3
DB00625,Efavirenz,approved;investigational,315.675,1
DB00626,Bacitracin,approved;vet_approved,1422.693,3
DB00627,Niacin,approved;investigational;nutraceutical,123.1094,4
DB00628,Clorazepic acid,approved;illicit,314.723,2
DB00629,Guanabenz,approved;investigational,231.082,2
DB00630,Alendronic acid,approved,249.096,6
DB00631,Clofarabine,approved;investigational,303.677,3
DB00632,Docosanol,approved;investigational,326.6,2
DB00633,Dexmedetomidine,approved;vet_approved,200.2795,1
DB00634,Sulfacetamide,approved,214.242,3
DB00635,Prednisone,approved;vet_approved,358.4281,2
DB00636,Clofibrate,approved;investigational,242.699,1
DB00637,Astemizole,approved;withdrawn,458.5703,4
DB00638,Inulin,approved;investigational;nutraceutical,6179.3581,1
DB00639,Butoconazole,approved,411.776,1
DB00640,Adenosine,approved;investigational,267.2413,4
DB00641,Simvastatin,approved,418.5662,3
DB00642,Pemetrexed,approved;investigational,427.4106,4
DB00643,Mebendazole,approved;vet_approved,295.2927,2
DB00644,Gonadorelin,approved;investigational;vet_approved,1182.2901,2
DB00645,Dyclonine,approved,289.4125,1
DB00646,Nystatin,approved;vet_approved,926.0949,1
DB00647,Dextropropoxyphene,approved;illicit;investigational;withdrawn,339.4712,4
DB00648,Mitotane,approved,320.041,5
DB00649,Stavudine,approved;investigational,224.2133,1
DB00650,Leucovorin,approved,473.446,0
DB00651,Dyphylline,approved,254.2426,8
DB00652,Pentazocine,approved;vet_approved,285.4238,3
DB00653,Magnesium sulfate,approved;investigational;vet_approved,120.368,6
DB00654,Latanoprost,approved;investigational,432.5928,1
DB00655,Estrone,approved,270.3661,5
DB00656,Trazodone,approved;investigational,371.864,7
DB00657,Mecamylamine,approved;investigational,167.2911,4
DB00658,Sevelamer,approved,149.619,1
DB00659,Acamprosate,approved;investigational,181.21,3
DB00660,Metaxalone,approved,221.2524,0
DB00661,Verapamil,approved,454.6016,19
DB00662,Trimethobenzamide,approved;investigational,388.4574,0
DB00663,Flumethasone,approved;vet_approved,410.458,1
DB00664,Sulfametopyrazine,approved;withdrawn,280.303,1
DB00665,Nilutamide,approved;investigational,317.2207,1
DB00666,Nafarelin,approved,1322.496,2
DB00668,Epinephrine,approved;vet_approved,183.2044,8
DB00669,Sumatriptan,approved;investigational,295.4,4
DB00670,Pirenzepine,approved,351.4023,1
DB00671,Cefixime,approved;investigational,453.45,1
DB00672,Chlorpropamide,approved;investigational,276.74,1
DB00673,Aprepitant,approved;investigational,534.4267,1
DB00674,Galantamine,approved,287.3535,18
DB00675,Tamoxifen,approved,371.5146,9
DB00676,Benzyl benzoate,approved,212.2439,0
DB00677,Isoflurophate,approved;investigational;withdrawn,184.1457,3
DB00678,Losartan,approved,422.911,1
DB00679,Thioridazine,approved;withdrawn,370.575,6
DB00680,Moricizine,approved;investigational;withdrawn,427.517,1
DB00681,Amphotericin B,approved;investigational,924.079,1
DB00682,Warfarin,approved,308.3279,2
DB00683,Midazolam,approved;illicit,325.767,6
DB00684,Tobramycin,approved;investigational,467.5145,2
DB00685,Trovafloxacin,approved;investigational;withdrawn,416.36,3
DB00686,Pentosan Polysulfate,approved,602.497,3
DB00687,Fludrocortisone,approved;investigational,380.4504,3
DB00688,Mycophenolate mofetil,approved;investigational,433.4947,2
DB00689,Cephaloglycin,approved,405.425,1
DB00690,Flurazepam,approved;illicit;investigational,387.878,19
DB00691,Moexipril,approved,498.5681,2
DB00692,Phentolamine,approved,281.3523,4
DB00693,Fluorescein,approved,332.3063,2
DB00694,Daunorubicin,approved,527.5199,3
DB00695,Furosemide,approved;vet_approved,330.744,2
DB00696,Ergotamine,approved,581.6615,15
DB00697,Tizanidine,approved;investigational,253.711,3
DB00698,Nitrofurantoin,approved;vet_approved,238.159,3
DB00699,Nicergoline,approved;investigational,484.386,1
DB00700,Eplerenone,approved,414.4914,1
DB00701,Amprenavir,approved;investigational,505.627,1
DB00702,Icodextrin,approved;investigational,-1.0,0
DB00703,Methazolamide,approved,236.26,5
DB00704,Naltrexone,approved;investigational;vet_approved,341.4009,4
DB00705,Delavirdine,approved,456.561,1
DB00706,Tamsulosin,approved;investigational,408.512,3
DB00707,Porfimer sodium,approved;investigational,-1.0,2
DB00708,Sufentanil,approved;investigational,386.551,3
DB00709,Lamivudine,approved;investigational,229.256,3
DB00710,Ibandronate,approved;investigational,319.2289,2
DB00711,Diethylcarbamazine,approved;investigational;vet_approved,199.2932,2
DB00712,Flurbiprofen,approved;investigational,244.2609,2
DB00713,Oxacillin,approved;investigational,401.436,9
DB00714,Apomorphine,approved;investigational,267.3224,15
DB00715,Paroxetine,approved;investigational,329.3654,8
DB00716,Nedocromil,approved;investigational,371.3408,5
DB00717,Norethisterone,approved,298.4192,1
DB00718,Adefovir dipivoxil,approved;investigational,501.4705,1
DB00719,Azatadine,approved,290.4021,1
DB00720,Clodronic acid,approved;investigational;vet_approved,244.892,4
DB00721,Procaine,approved;investigational;vet_approved,236.3101,10
DB00722,Lisinopril,approved;investigational,405.4879,1
DB00723,Methoxamine,approved;investigational,211.2576,3
DB00724,Imiquimod,approved;investigational,240.3036,2
DB00725,Homatropine methylbromide,approved,370.281,5
DB00726,Trimipramine,approved,294.4338,18
DB00727,Nitroglycerin,approved;investigational,227.0865,1
DB00728,Rocuronium,approved,529.7742,3
DB00730,Thiabendazole,approved;vet_approved,201.248,1
DB00731,Nateglinide,approved;investigational,317.429,2
DB00732,Atracurium besylate,approved,1243.49,1
DB00733,Pralidoxime,approved;vet_approved,137.1592,2
DB00734,Risperidone,approved;investigational,410.4845,15
DB00735,Naftifine,approved,287.3981,1
DB00736,Esomeprazole,approved;investigational,345.416,2
DB00737,Meclizine,approved,390.948,2
DB00738,Pentamidine,approved;investigational,340.4195,2
DB00739,Hetacillin,approved;vet_approved;withdrawn,389.469,5
DB00740,Riluzole,approved;investigational,234.198,2
DB00741,Hydrocortisone,approved;vet_approved,362.4599,4
DB00742,Mannitol,approved;investigational,182.1718,0
DB00743,Gadobenic acid,approved;investigational,667.73,0
DB00744,Zileuton,approved;investigational;withdrawn,236.29,1
DB00745,Modafinil,approved;investigational,273.35,2
DB00746,Deferoxamine,approved;investigational,560.684,3
DB00747,Scopolamine,approved;investigational,303.3529,8
DB00748,Carbinoxamine,approved,290.788,1
DB00749,Etodolac,approved;investigational;vet_approved,287.3535,3
DB00750,Prilocaine,approved,220.3107,1
DB00751,Epinastine,approved;investigational,249.3104,6
DB00752,Tranylcypromine,approved;investigational,133.194,2
DB00753,Isoflurane,approved;vet_approved,184.492,10
DB00754,Ethotoin,approved,204.2252,2
DB00755,Tretinoin,approved;investigational;nutraceutical,300.442,19
DB00756,Hexachlorophene,approved;withdrawn,406.904,4
DB00757,Dolasetron,approved;investigational,324.38,1
DB00758,Clopidogrel,approved,321.822,1
DB00759,Tetracycline,approved;vet_approved,444.4346,9
DB00760,Meropenem,approved;investigational,383.463,1
DB00761,Potassium chloride,approved;withdrawn,74.551,6
DB00762,Irinotecan,approved;investigational,586.678,2
DB00763,Methimazole,approved,114.169,1
DB00764,Mometasone,approved;vet_approved,427.361,2
DB00765,Metyrosine,approved,195.2151,1
DB00766,Clavulanic acid,approved;vet_approved,199.1608,1
DB00767,Benzquinamide,withdrawn,404.4999,6
DB00768,Olopatadine,approved,337.4122,8
DB00769,Hydrocortamate,approved,475.6175,1
DB00770,Alprostadil,approved;investigational,354.487,3
DB00771,Clidinium,approved,352.4467,1
DB00772,Malathion,approved;investigational,330.358,1
DB00773,Etoposide,approved,588.5566,2
DB00774,Hydroflumethiazide,approved;investigational,331.292,8
DB00775,Tirofiban,approved,440.597,2
DB00776,Oxcarbazepine,approved,252.268,1
DB00777,Propiomazine,approved,340.482,14
DB00778,Roxithromycin,approved;investigational;withdrawn,837.0465,2
DB00779,Nalidixic acid,approved;investigational,232.2353,1
DB00780,Phenelzine,approved,136.1943,7
DB00782,Propantheline,approved,368.4892,1
DB00783,Estradiol,approved;investigational;vet_approved,272.382,10
DB00784,Mefenamic acid,approved,241.2851,2
DB00785,Cryptenamine,approved,-1.0,5
DB00786,Marimastat,investigational,331.4079,23
DB00787,Acyclovir,approved,225.2046,3
DB00788,Naproxen,approved;vet_approved,230.2592,3
DB00789,Gadopentetic acid,approved,547.58,1
DB00790,Perindopril,approved,368.4678,2
DB00791,Uracil mustard,approved,252.098,1
DB00792,Tripelennamine,approved;vet_approved,255.358,1
DB00793,Haloprogin,approved;withdrawn,361.391,0
DB00794,Primidone,approved;vet_approved,218.2518,11
DB00795,Sulfasalazine,approved,398.393,10
DB00796,Candesartan cilexetil,approved,610.671,1
DB00797,Tolazoline,approved;vet_approved,160.2157,6
DB00798,Gentamicin,approved;vet_approved,477.5954,5
DB00799,Tazarotene,approved;investigational,351.462,4
DB00800,Fenoldopam,approved,305.756,8
DB00801,Halazepam,approved;illicit;withdrawn,352.738,17
DB00802,Alfentanil,approved;illicit,416.5172,1
DB00803,Colistin,approved,1155.455,1
DB00804,Dicyclomine,approved,309.4867,2
DB00805,Minaprine,approved,298.3828,9
DB00806,Pentoxifylline,approved;investigational,278.307,6
DB00807,Proparacaine,approved;vet_approved,294.3892,1
DB00808,Indapamide,approved,365.835,1
DB00809,Tropicamide,approved;investigational,284.3529,4
DB00810,Biperiden,approved;investigational,311.4611,2
DB00811,Ribavirin,approved,244.2047,7
DB00812,Phenylbutazone,approved;vet_approved,308.3743,3
DB00813,Fentanyl,approved;illicit;investigational;vet_approved,336.4705,4
DB00814,Meloxicam,approved;vet_approved,351.401,2
DB00815,Sodium lauryl sulfate,approved,288.379,0
DB00816,Orciprenaline,approved,211.2576,1
DB00817,Rosoxacin,approved;investigational,294.3047,2
DB00818,Propofol,approved;investigational;vet_approved,178.2707,5
DB00819,Acetazolamide,approved;vet_approved,222.245,8
DB00820,Tadalafil,approved;investigational,389.404,2
DB00821,Carprofen,approved;vet_approved;withdrawn,273.714,2
DB00822,Disulfiram,approved,296.539,2
DB00823,Ethynodiol diacetate,approved,384.5085,2
DB00824,Enprofylline,approved;experimental,194.1906,6
DB00825,Levomenthol,approved,156.2652,5
DB00826,Natamycin,approved,665.733,1
DB00827,Cinoxacin,approved;investigational;withdrawn,262.2182,2
DB00828,Fosfomycin,approved,138.059,1
DB00829,Diazepam,approved;illicit;investigational;vet_approved,284.74,19
DB00830,Phenmetrazine,approved;illicit,177.2429,2
DB00831,Trifluoperazine,approved;investigational,407.496,6
DB00832,Phensuximide,approved,189.2105,0
DB00833,Cefaclor,approved,367.807,2
DB00834,Mifepristone,approved;investigational,429.5937,4
DB00835,Brompheniramine,approved,319.239,6
DB00836,Loperamide,approved,477.038,7
DB00837,Progabide,experimental,334.78,2
DB00838,Clocortolone,approved,410.907,1
DB00839,Tolazamide,approved;investigational,311.4,1
DB00840,Hydroxypropyl cellulose,approved,-1.0,0
DB00841,Dobutamine,approved,301.3801,4
DB00842,Oxazepam,approved,286.713,20
DB00843,Donepezil,approved,379.492,2
DB00844,Nalbuphine,approved,357.4434,3
DB00845,Clofazimine,approved;investigational,473.396,3
DB00846,Flurandrenolide,approved,436.5136,1
DB00847,Cysteamine,approved;investigational,77.149,3
DB00848,Levamisole,approved;investigational;vet_approved;withdrawn,204.291,6
DB00849,Methylphenobarbital,approved,246.2619,11
DB00850,Perphenazine,approved,403.969,3
DB00851,Dacarbazine,approved;investigational,182.187,3
DB00852,Pseudoephedrine,approved,165.2322,12
DB00853,Temozolomide,approved;investigational,194.1508,1
DB00854,Levorphanol,approved,257.3706,3
DB00855,Aminolevulinic acid,approved,131.1299,1
DB00856,Chlorphenesin,approved;experimental,202.635,0
DB00857,Terbinafine,approved;investigational;vet_approved,291.4299,1
DB00858,Drostanolone,illicit,304.4669,1
DB00859,Penicillamine,approved,149.211,1
DB00860,Prednisolone,approved;vet_approved,360.444,1
DB00861,Diflunisal,approved;investigational,250.1976,2
DB00862,Vardenafil,approved,488.603,3
DB00863,Ranitidine,approved,314.4,3
DB00864,Tacrolimus,approved;investigational,804.0182,1
DB00865,Benzphetamine,approved;illicit,239.3553,4
DB00866,Alprenolol,experimental;withdrawn,249.3486,4
DB00867,Ritodrine,approved;investigational,287.3535,1
DB00868,Benzonatate,approved,603.7419,1
DB00869,Dorzolamide,approved,324.44,4
DB00870,Suprofen,approved;withdrawn,260.308,2
DB00871,Terbutaline,approved,225.2842,3
DB00872,Conivaptan,approved;investigational,498.5744,2
DB14596,Loteprednol etabonate,approved,466.96,1
DB00874,Guaifenesin,approved;investigational;vet_approved,198.2158,1
DB00875,Flupentixol,approved;investigational;withdrawn,434.52,5
DB00876,Eprosartan,approved,424.513,1
DB00877,Sirolimus,approved;investigational,914.187,3
DB00878,Chlorhexidine,approved;vet_approved;withdrawn,505.447,1
DB00879,Emtricitabine,approved;investigational,247.247,1
DB00880,Chlorothiazide,approved;vet_approved,295.723,3
DB00881,Quinapril,approved;investigational,438.5161,1
DB00882,Clomifene,approved;investigational,405.96,2
DB00883,Isosorbide dinitrate,approved;investigational,236.1363,1
DB00884,Risedronic acid,approved;investigational,283.1123,2
DB00885,Pemirolast,approved;investigational,228.2101,0
DB00886,Omapatrilat,investigational,408.53,2
DB00887,Bumetanide,approved,364.416,5
DB00888,Mechlorethamine,approved;investigational,156.054,1
DB00889,Granisetron,approved;investigational,312.417,1
DB00890,Dienestrol,approved;investigational,266.34,2
DB00891,Sulfapyridine,approved,249.289,1
DB00892,Oxybuprocaine,approved;investigational,308.4158,1
DB00893,Iron Dextran,approved;vet_approved,-1.0,4
DB00894,Testolactone,approved;investigational,300.3921,1
DB00895,Benzylpenicilloyl Polylysine,approved,626.765,2
DB00896,Rimexolone,approved,370.533,1
DB00897,Triazolam,approved;investigational,343.21,21
DB00898,Ethanol,approved,46.0684,52
DB00899,Remifentanil,approved,376.4467,3
DB00900,Didanosine,approved,236.2273,2
DB00901,Bitolterol,withdrawn,461.5494,1
DB00902,Methdilazine,approved,296.43,1
DB00903,Etacrynic acid,approved;investigational,303.138,4
DB00904,Ondansetron,approved,293.363,5
DB00905,Bimatoprost,approved;investigational,415.5656,3
DB00906,Tiagabine,approved;investigational,375.548,1
DB00907,Cocaine,approved;illicit,303.3529,10
DB00908,Quinidine,approved;investigational,324.4168,7
DB00909,Zonisamide,approved;investigational,212.226,31
